"","Area","Region","PrimaryColonizer","YearPeriod","AVG_g/cap/day"
"507","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20022004","57.6"
"508","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20032005","57.3"
"509","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20042006","56.8"
"510","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20052007","58.8"
"511","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20062008","60.3"
"512","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20072009","60.9"
"513","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20082010","61.4"
"514","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20092011","61.3"
"515","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20102012","61.8"
"516","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20112013","60.6"
"517","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20122014","59.4"
"518","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20132015","58.4"
"519","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20142016","57.8"
"520","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20152017","57.8"
"521","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20162018","58.2"
"522","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20172019","59.1"
"523","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20182020","60.7"
"524","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20192021",""
"525","Egypt","Africa","United Kingdom of Great Britain and Northern Ireland","Y20202022",""
"526","Estonia","Europe",NA,"Y20002002","91.6"
"527","Estonia","Europe",NA,"Y20012003","96.6"
"528","Estonia","Europe",NA,"Y20022004","99.5"
"529","Estonia","Europe",NA,"Y20032005","97.1"
"530","Estonia","Europe",NA,"Y20042006","94.9"
"531","Estonia","Europe",NA,"Y20052007","93.4"
"532","Estonia","Europe",NA,"Y20062008","94.1"
"533","Estonia","Europe",NA,"Y20072009","94.3"
"534","Estonia","Europe",NA,"Y20082010","93.8"
"535","Estonia","Europe",NA,"Y20092011","92.1"
"536","Estonia","Europe",NA,"Y20102012","91.6"
"537","Estonia","Europe",NA,"Y20112013","91.1"
"538","Estonia","Europe",NA,"Y20122014","97"
"539","Estonia","Europe",NA,"Y20132015","105.8"
"540","Estonia","Europe",NA,"Y20142016","115.4"
"541","Estonia","Europe",NA,"Y20152017","119.6"
"542","Estonia","Europe",NA,"Y20162018","121.3"
"543","Estonia","Europe",NA,"Y20172019","128.3"
"544","Estonia","Europe",NA,"Y20182020","133"
"545","Estonia","Europe",NA,"Y20192021",""
"546","Estonia","Europe",NA,"Y20202022",""
"547","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20002002","45.4"
"548","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20012003","46.3"
"549","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20022004","52.2"
"550","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20032005","54.9"
"551","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20042006","54.8"
"552","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20052007","51.2"
"553","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20062008","47.4"
"554","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20072009","45.9"
"555","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20082010","45.1"
"556","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20092011","45.7"
"557","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20102012","47.1"
"558","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20112013","47.4"
"559","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20122014","51.7"
"560","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20132015","54.8"
"561","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20142016","56.3"
"562","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20152017","53.8"
"563","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20162018","53.2"
"564","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20172019","53.9"
"565","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20182020","55.5"
"566","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20192021",""
"567","Eswatini","Africa","United Kingdom of Great Britain and Northern Ireland","Y20202022",""
"568","Ethiopia","Africa","None","Y20002002","18.2"
"569","Ethiopia","Africa","None","Y20012003","19.2"
"570","Ethiopia","Africa","None","Y20022004","20.2"
"571","Ethiopia","Africa","None","Y20032005","20.9"
"572","Ethiopia","Africa","None","Y20042006","21.3"
"573","Ethiopia","Africa","None","Y20052007","22"
"574","Ethiopia","Africa","None","Y20062008","23.4"
"575","Ethiopia","Africa","None","Y20072009","24.2"
"576","Ethiopia","Africa","None","Y20082010","25.6"
"577","Ethiopia","Africa","None","Y20092011","26"
"578","Ethiopia","Africa","None","Y20102012","27.2"
"579","Ethiopia","Africa","None","Y20112013","27.6"
"580","Ethiopia","Africa","None","Y20122014","27.9"
"581","Ethiopia","Africa","None","Y20132015","29.8"
"582","Ethiopia","Africa","None","Y20142016","29.9"
"583","Ethiopia","Africa","None","Y20152017","30.1"
"584","Ethiopia","Africa","None","Y20162018","29.3"
"585","Ethiopia","Africa","None","Y20172019","29.2"
"586","Ethiopia","Africa","None","Y20182020","29.3"
"587","Ethiopia","Africa","None","Y20192021",""
"588","Ethiopia","Africa","None","Y20202022",""
"589","Finland","Europe",NA,"Y20002002","125.6"
"590","Finland","Europe",NA,"Y20012003","126.7"
"591","Finland","Europe",NA,"Y20022004","126.5"
"592","Finland","Europe",NA,"Y20032005","126.5"
"593","Finland","Europe",NA,"Y20042006","127.6"
"594","Finland","Europe",NA,"Y20052007","129.4"
"595","Finland","Europe",NA,"Y20062008","130.8"
"596","Finland","Europe",NA,"Y20072009","131.5"
"597","Finland","Europe",NA,"Y20082010","132"
"598","Finland","Europe",NA,"Y20092011","134"
"599","Finland","Europe",NA,"Y20102012","137.4"
"600","Finland","Europe",NA,"Y20112013","140.1"
"601","Finland","Europe",NA,"Y20122014","141.6"
"602","Finland","Europe",NA,"Y20132015","141.4"
"603","Finland","Europe",NA,"Y20142016","141.2"
"604","Finland","Europe",NA,"Y20152017","140.3"
"605","Finland","Europe",NA,"Y20162018","140.4"
"606","Finland","Europe",NA,"Y20172019","137.3"
"607","Finland","Europe",NA,"Y20182020","137.3"
"608","Finland","Europe",NA,"Y20192021",""
"609","Finland","Europe",NA,"Y20202022",""
"610","France","Europe",NA,"Y20002002","170.8"
"611","France","Europe",NA,"Y20012003","170.3"
"612","France","Europe",NA,"Y20022004","167.1"
"613","France","Europe",NA,"Y20032005","164.4"
"614","France","Europe",NA,"Y20042006","162.5"
"615","France","Europe",NA,"Y20052007","162.1"
"616","France","Europe",NA,"Y20062008","163.5"
"617","France","Europe",NA,"Y20072009","164.3"
"618","France","Europe",NA,"Y20082010","165"
"619","France","Europe",NA,"Y20092011","162.8"
"620","France","Europe",NA,"Y20102012","160.1"
"621","France","Europe",NA,"Y20112013","158.6"
"622","France","Europe",NA,"Y20122014","154.9"
"623","France","Europe",NA,"Y20132015","152.1"
"624","France","Europe",NA,"Y20142016","149.2"
"625","France","Europe",NA,"Y20152017","149.1"
"626","France","Europe",NA,"Y20162018","149.6"
"627","France","Europe",NA,"Y20172019","150.8"
"628","France","Europe",NA,"Y20182020","151.9"
"629","France","Europe",NA,"Y20192021",""
"630","France","Europe",NA,"Y20202022",""
"631","Gabon","Africa","France","Y20002002","56.3"
"632","Gabon","Africa","France","Y20012003","55.9"
"633","Gabon","Africa","France","Y20022004","55.2"
"634","Gabon","Africa","France","Y20032005","55.8"
"635","Gabon","Africa","France","Y20042006","56.9"
"636","Gabon","Africa","France","Y20052007","58"
"637","Gabon","Africa","France","Y20062008","56.2"
"638","Gabon","Africa","France","Y20072009","53.4"
"639","Gabon","Africa","France","Y20082010","51.7"
"640","Gabon","Africa","France","Y20092011","52.8"
"641","Gabon","Africa","France","Y20102012","54.2"
"642","Gabon","Africa","France","Y20112013","55"
"643","Gabon","Africa","France","Y20122014","55.4"
"644","Gabon","Africa","France","Y20132015","55.9"
"645","Gabon","Africa","France","Y20142016","55.2"
"646","Gabon","Africa","France","Y20152017","54.5"
"647","Gabon","Africa","France","Y20162018","53.9"
"648","Gabon","Africa","France","Y20172019","54.5"
"649","Gabon","Africa","France","Y20182020","54.6"
"650","Gabon","Africa","France","Y20192021",""
"651","Gabon","Africa","France","Y20202022",""
"652","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20002002","77.6"
"653","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20012003","79"
"654","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20022004","79.2"
"655","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20032005","80.2"
"656","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20042006","78.1"
"657","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20052007","74.4"
"658","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20062008","71.3"
"659","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20072009","70.3"
"660","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20082010","70.3"
"661","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20092011","73.5"
"662","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20102012","75.9"
"663","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20112013","77.4"
"664","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20122014","72.8"
"665","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20132015","68"
"666","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20142016","63.3"
"667","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20152017","62.1"
"668","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20162018","61.2"
"669","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20172019","59.8"
"670","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20182020","57"
"671","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20192021",""
"672","Gambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20202022",""
"673","Germany","Europe",NA,"Y20002002","139.7"
"674","Germany","Europe",NA,"Y20012003","138.5"
"675","Germany","Europe",NA,"Y20022004","138.9"
"676","Germany","Europe",NA,"Y20032005","138.9"
"677","Germany","Europe",NA,"Y20042006","139.4"
"678","Germany","Europe",NA,"Y20052007","141.9"
"679","Germany","Europe",NA,"Y20062008","143.6"
"680","Germany","Europe",NA,"Y20072009","144.3"
"681","Germany","Europe",NA,"Y20082010","143.7"
"682","Germany","Europe",NA,"Y20092011","144.2"
"683","Germany","Europe",NA,"Y20102012","144.7"
"684","Germany","Europe",NA,"Y20112013","143.9"
"685","Germany","Europe",NA,"Y20122014","142.8"
"686","Germany","Europe",NA,"Y20132015","142.6"
"687","Germany","Europe",NA,"Y20142016","143.7"
"688","Germany","Europe",NA,"Y20152017","145"
"689","Germany","Europe",NA,"Y20162018","147.5"
"690","Germany","Europe",NA,"Y20172019","154"
"691","Germany","Europe",NA,"Y20182020","160.2"
"692","Germany","Europe",NA,"Y20192021",""
"693","Germany","Europe",NA,"Y20202022",""
"694","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20002002","40.8"
"695","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20012003","41.6"
"696","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20022004","42.9"
"697","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20032005","42.8"
"698","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20042006","44.8"
"699","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20052007","45.4"
"700","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20062008","47.2"
"701","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20072009","47.2"
"702","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20082010","49"
"703","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20092011","47.2"
"704","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20102012","46.2"
"705","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20112013","44.1"
"706","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20122014","43"
"707","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20132015","41.4"
"708","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20142016","40.3"
"709","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20152017","39.9"
"710","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20162018","40.1"
"711","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20172019","40.8"
"712","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20182020","42.1"
"713","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20192021",""
"714","Ghana","Africa","United Kingdom of Great Britain and Northern Ireland","Y20202022",""
"715","Greece","Europe",NA,"Y20002002","143.5"
"716","Greece","Europe",NA,"Y20012003","145.3"
"717","Greece","Europe",NA,"Y20022004","147.5"
"718","Greece","Europe",NA,"Y20032005","148.2"
"719","Greece","Europe",NA,"Y20042006","148.7"
"720","Greece","Europe",NA,"Y20052007","148.9"
"721","Greece","Europe",NA,"Y20062008","150"
"722","Greece","Europe",NA,"Y20072009","151.9"
"723","Greece","Europe",NA,"Y20082010","153"
"724","Greece","Europe",NA,"Y20092011","153.6"
"725","Greece","Europe",NA,"Y20102012","152"
"726","Greece","Europe",NA,"Y20112013","150.1"
"727","Greece","Europe",NA,"Y20122014","149.4"
"728","Greece","Europe",NA,"Y20132015","149.1"
"729","Greece","Europe",NA,"Y20142016","149.3"
"730","Greece","Europe",NA,"Y20152017","148.2"
"731","Greece","Europe",NA,"Y20162018","150"
"732","Greece","Europe",NA,"Y20172019","154.7"
"733","Greece","Europe",NA,"Y20182020","156.9"
"734","Greece","Europe",NA,"Y20192021",""
"735","Greece","Europe",NA,"Y20202022",""
"736","Guinea","Africa","France","Y20002002","51.9"
"737","Guinea","Africa","France","Y20012003","52.7"
"738","Guinea","Africa","France","Y20022004","55.3"
"739","Guinea","Africa","France","Y20032005","57"
"740","Guinea","Africa","France","Y20042006","58"
"741","Guinea","Africa","France","Y20052007","57.9"
"742","Guinea","Africa","France","Y20062008","57.8"
"743","Guinea","Africa","France","Y20072009","57.3"
"744","Guinea","Africa","France","Y20082010","59.2"
"745","Guinea","Africa","France","Y20092011","63.2"
"746","Guinea","Africa","France","Y20102012","66.9"
"747","Guinea","Africa","France","Y20112013","69.2"
"748","Guinea","Africa","France","Y20122014","68.7"
"749","Guinea","Africa","France","Y20132015","68.9"
"750","Guinea","Africa","France","Y20142016","67.3"
"751","Guinea","Africa","France","Y20152017","67.7"
"752","Guinea","Africa","France","Y20162018","66.8"
"753","Guinea","Africa","France","Y20172019","68.7"
"754","Guinea","Africa","France","Y20182020","68.8"
"755","Guinea","Africa","France","Y20192021",""
"756","Guinea","Africa","France","Y20202022",""
"757","Guinea-Bissau","Africa","Portugal","Y20002002","53"
"758","Guinea-Bissau","Africa","Portugal","Y20012003","52.8"
"759","Guinea-Bissau","Africa","Portugal","Y20022004","53.8"
"760","Guinea-Bissau","Africa","Portugal","Y20032005","54.6"
"761","Guinea-Bissau","Africa","Portugal","Y20042006","55.7"
"762","Guinea-Bissau","Africa","Portugal","Y20052007","57.6"
"763","Guinea-Bissau","Africa","Portugal","Y20062008","58.7"
"764","Guinea-Bissau","Africa","Portugal","Y20072009","59.9"
"765","Guinea-Bissau","Africa","Portugal","Y20082010","60.8"
"766","Guinea-Bissau","Africa","Portugal","Y20092011","62"
"767","Guinea-Bissau","Africa","Portugal","Y20102012","62.8"
"768","Guinea-Bissau","Africa","Portugal","Y20112013","62.9"
"769","Guinea-Bissau","Africa","Portugal","Y20122014","62.9"
"770","Guinea-Bissau","Africa","Portugal","Y20132015","63.1"
"771","Guinea-Bissau","Africa","Portugal","Y20142016","62.6"
"772","Guinea-Bissau","Africa","Portugal","Y20152017","62.2"
"773","Guinea-Bissau","Africa","Portugal","Y20162018","61.6"
"774","Guinea-Bissau","Africa","Portugal","Y20172019","60.6"
"775","Guinea-Bissau","Africa","Portugal","Y20182020","58.7"
"776","Guinea-Bissau","Africa","Portugal","Y20192021",""
"777","Guinea-Bissau","Africa","Portugal","Y20202022",""
"778","Hungary","Europe",NA,"Y20002002","133.3"
"779","Hungary","Europe",NA,"Y20012003","131.5"
"780","Hungary","Europe",NA,"Y20022004","133"
"781","Hungary","Europe",NA,"Y20032005","133.8"
"782","Hungary","Europe",NA,"Y20042006","137.1"
"783","Hungary","Europe",NA,"Y20052007","139"
"784","Hungary","Europe",NA,"Y20062008","139.3"
"785","Hungary","Europe",NA,"Y20072009","138.5"
"786","Hungary","Europe",NA,"Y20082010","137.5"
"787","Hungary","Europe",NA,"Y20092011","136.5"
"788","Hungary","Europe",NA,"Y20102012","135.1"
"789","Hungary","Europe",NA,"Y20112013","135.4"
"790","Hungary","Europe",NA,"Y20122014","136.1"
"791","Hungary","Europe",NA,"Y20132015","141.2"
"792","Hungary","Europe",NA,"Y20142016","145.2"
"793","Hungary","Europe",NA,"Y20152017","149.8"
"794","Hungary","Europe",NA,"Y20162018","153.1"
"795","Hungary","Europe",NA,"Y20172019","152.8"
"796","Hungary","Europe",NA,"Y20182020","152.5"
"797","Hungary","Europe",NA,"Y20192021",""
"798","Hungary","Europe",NA,"Y20202022",""
"799","Iceland","Europe",NA,"Y20002002","131.9"
"800","Iceland","Europe",NA,"Y20012003","134.9"
"801","Iceland","Europe",NA,"Y20022004","140.5"
"802","Iceland","Europe",NA,"Y20032005","142.7"
"803","Iceland","Europe",NA,"Y20042006","146.1"
"804","Iceland","Europe",NA,"Y20052007","148.3"
"805","Iceland","Europe",NA,"Y20062008","150"
"806","Iceland","Europe",NA,"Y20072009","149.1"
"807","Iceland","Europe",NA,"Y20082010","147.1"
"808","Iceland","Europe",NA,"Y20092011","146.3"
"809","Iceland","Europe",NA,"Y20102012","147.1"
"810","Iceland","Europe",NA,"Y20112013","149.5"
"811","Iceland","Europe",NA,"Y20122014","153.3"
"812","Iceland","Europe",NA,"Y20132015","158.4"
"813","Iceland","Europe",NA,"Y20142016","162.3"
"814","Iceland","Europe",NA,"Y20152017","165.5"
"815","Iceland","Europe",NA,"Y20162018","166.4"
"816","Iceland","Europe",NA,"Y20172019","170.4"
"817","Iceland","Europe",NA,"Y20182020","172.7"
"818","Iceland","Europe",NA,"Y20192021",""
"819","Iceland","Europe",NA,"Y20202022",""
"820","Ireland","Europe",NA,"Y20002002","136.5"
"821","Ireland","Europe",NA,"Y20012003","134.5"
"822","Ireland","Europe",NA,"Y20022004","134"
"823","Ireland","Europe",NA,"Y20032005","134.1"
"824","Ireland","Europe",NA,"Y20042006","131.4"
"825","Ireland","Europe",NA,"Y20052007","129.7"
"826","Ireland","Europe",NA,"Y20062008","129.4"
"827","Ireland","Europe",NA,"Y20072009","131"
"828","Ireland","Europe",NA,"Y20082010","131.3"
"829","Ireland","Europe",NA,"Y20092011","130.3"
"830","Ireland","Europe",NA,"Y20102012","130.4"
"831","Ireland","Europe",NA,"Y20112013","129"
"832","Ireland","Europe",NA,"Y20122014","129.4"
"833","Ireland","Europe",NA,"Y20132015","131.4"
"834","Ireland","Europe",NA,"Y20142016","134.4"
"835","Ireland","Europe",NA,"Y20152017","140.2"
"836","Ireland","Europe",NA,"Y20162018","144.1"
"837","Ireland","Europe",NA,"Y20172019","148.7"
"838","Ireland","Europe",NA,"Y20182020","153.3"
"839","Ireland","Europe",NA,"Y20192021",""
"840","Ireland","Europe",NA,"Y20202022",""
"841","Italy","Europe",NA,"Y20002002","154.8"
"842","Italy","Europe",NA,"Y20012003","154.4"
"843","Italy","Europe",NA,"Y20022004","152.7"
"844","Italy","Europe",NA,"Y20032005","150.2"
"845","Italy","Europe",NA,"Y20042006","151.5"
"846","Italy","Europe",NA,"Y20052007","153.6"
"847","Italy","Europe",NA,"Y20062008","156.2"
"848","Italy","Europe",NA,"Y20072009","155"
"849","Italy","Europe",NA,"Y20082010","155"
"850","Italy","Europe",NA,"Y20092011","155.6"
"851","Italy","Europe",NA,"Y20102012","157.3"
"852","Italy","Europe",NA,"Y20112013","156.7"
"853","Italy","Europe",NA,"Y20122014","153.8"
"854","Italy","Europe",NA,"Y20132015","149.8"
"855","Italy","Europe",NA,"Y20142016","147.1"
"856","Italy","Europe",NA,"Y20152017","146.5"
"857","Italy","Europe",NA,"Y20162018","146.3"
"858","Italy","Europe",NA,"Y20172019","147.4"
"859","Italy","Europe",NA,"Y20182020","149.5"
"860","Italy","Europe",NA,"Y20192021",""
"861","Italy","Europe",NA,"Y20202022",""
"862","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20002002","46.5"
"863","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20012003","46.4"
"864","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20022004","46.6"
"865","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20032005","47.5"
"866","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20042006","48.3"
"867","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20052007","48.7"
"868","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20062008","48.5"
"869","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20072009","49.8"
"870","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20082010","50.8"
"871","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20092011","49"
"872","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20102012","45.7"
"873","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20112013","45.9"
"874","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20122014","45.8"
"875","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20132015","45.9"
"876","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20142016","42.2"
"877","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20152017","43.3"
"878","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20162018","44.7"
"879","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20172019","46.5"
"880","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20182020","47.7"
"881","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20192021",""
"882","Kenya","Africa","United Kingdom of Great Britain and Northern Ireland","Y20202022",""
"883","Latvia","Europe",NA,"Y20002002","100.9"
"884","Latvia","Europe",NA,"Y20012003","107.4"
"885","Latvia","Europe",NA,"Y20022004","113.6"
"886","Latvia","Europe",NA,"Y20032005","116.7"
"887","Latvia","Europe",NA,"Y20042006","122.1"
"888","Latvia","Europe",NA,"Y20052007","123.7"
"889","Latvia","Europe",NA,"Y20062008","124.3"
"890","Latvia","Europe",NA,"Y20072009","121.9"
"891","Latvia","Europe",NA,"Y20082010","120.5"
"892","Latvia","Europe",NA,"Y20092011","120.3"
"893","Latvia","Europe",NA,"Y20102012","119.3"
"894","Latvia","Europe",NA,"Y20112013","119.2"
"895","Latvia","Europe",NA,"Y20122014","120"
"896","Latvia","Europe",NA,"Y20132015","122.3"
"897","Latvia","Europe",NA,"Y20142016","123.8"
"898","Latvia","Europe",NA,"Y20152017","125.5"
"899","Latvia","Europe",NA,"Y20162018","126.6"
"900","Latvia","Europe",NA,"Y20172019","130.3"
"901","Latvia","Europe",NA,"Y20182020","135"
"902","Latvia","Europe",NA,"Y20192021",""
"903","Latvia","Europe",NA,"Y20202022",""
"904","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20002002","35"
"905","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20012003","34.4"
"906","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20022004","33.8"
"907","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20032005","33.6"
"908","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20042006","34.3"
"909","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20052007","34.4"
"910","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20062008","33.7"
"911","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20072009","32.9"
"912","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20082010","33.1"
"913","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20092011","34.4"
"914","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20102012","35.4"
"915","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20112013","35.3"
"916","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20122014","40.5"
"917","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20132015","45.4"
"918","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20142016","49.6"
"919","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20152017","47.6"
"920","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20162018","48.3"
"921","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20172019","46.4"
"922","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20182020","46.1"
"923","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20192021",""
"924","Lesotho","Africa","United Kingdom of Great Britain and Northern Ireland","Y20202022",""
"925","Liberia","Africa","None","Y20002002","50.8"
"926","Liberia","Africa","None","Y20012003","52.1"
"927","Liberia","Africa","None","Y20022004","54.5"
"928","Liberia","Africa","None","Y20032005","56.9"
"929","Liberia","Africa","None","Y20042006","58.2"
"930","Liberia","Africa","None","Y20052007","57.8"
"931","Liberia","Africa","None","Y20062008","57.4"
"932","Liberia","Africa","None","Y20072009","56.9"
"933","Liberia","Africa","None","Y20082010","57.1"
"934","Liberia","Africa","None","Y20092011","56.6"
"935","Liberia","Africa","None","Y20102012","58.7"
"936","Liberia","Africa","None","Y20112013","59"
"937","Liberia","Africa","None","Y20122014","60.3"
"938","Liberia","Africa","None","Y20132015","59"
"939","Liberia","Africa","None","Y20142016","58.5"
"940","Liberia","Africa","None","Y20152017","56.8"
"941","Liberia","Africa","None","Y20162018","54"
"942","Liberia","Africa","None","Y20172019","50"
"943","Liberia","Africa","None","Y20182020","46.9"
"944","Liberia","Africa","None","Y20192021",""
"945","Liberia","Africa","None","Y20202022",""
"946","Libya","Africa","Italy","Y20002002",""
"947","Libya","Africa","Italy","Y20012003",""
"948","Libya","Africa","Italy","Y20022004",""
"949","Libya","Africa","Italy","Y20032005",""
"950","Libya","Africa","Italy","Y20042006",""
"951","Libya","Africa","Italy","Y20052007",""
"952","Libya","Africa","Italy","Y20062008",""
"953","Libya","Africa","Italy","Y20072009",""
"954","Libya","Africa","Italy","Y20082010",""
"955","Libya","Africa","Italy","Y20092011",""
"956","Libya","Africa","Italy","Y20102012","95"
"957","Libya","Africa","Italy","Y20112013","92.1"
"958","Libya","Africa","Italy","Y20122014","85.3"
