"","Area","Region","YearPeriod","PrimaryColonizer","TotalProtein(AVG_g/cap/day)","AnimalProtein(AVG_g/cap/day)"
"1832","United Republic of Tanzania","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","54.3","9.3"
"1833","United Republic of Tanzania","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","55","9.3"
"1834","United Republic of Tanzania","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","54.6","9"
"1835","United Republic of Tanzania","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","54.7","9"
"1836","United Republic of Tanzania","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","55","9.3"
"1837","United Republic of Tanzania","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","56.7","9.7"
"1838","United Republic of Tanzania","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","57.7","10"
"1839","United Republic of Tanzania","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","58.3","10.3"
"1840","United Republic of Tanzania","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","59","10.7"
"1841","United Republic of Tanzania","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","59.7","11"
"1842","United Republic of Tanzania","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","60","11"
"1843","United Republic of Tanzania","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","60","11"
"1844","United Republic of Tanzania","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","60","11"
"1845","United Republic of Tanzania","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","59.7","11"
"1846","United Republic of Tanzania","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","59.7","11.3"
"1847","United Republic of Tanzania","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","",""
"1848","United Republic of Tanzania","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","",""
"1849","Zambia","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","46","9"
"1850","Zambia","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","46.7","9"
"1851","Zambia","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","46.7","9"
"1852","Zambia","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","48.4","9"
"1853","Zambia","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","47.7","8.7"
"1854","Zambia","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","47.3","8.7"
"1855","Zambia","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","46","8.3"
"1856","Zambia","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","47","8.7"
"1857","Zambia","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","49.4","9.7"
"1858","Zambia","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","51.7","11"
"1859","Zambia","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","54","12.3"
"1860","Zambia","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","56","12.7"
"1861","Zambia","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","57.7","13.3"
"1862","Zambia","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","59","13.7"
"1863","Zambia","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","59.3","13.7"
"1864","Zambia","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","59","13.7"
"1865","Zambia","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","58.3","13.7"
"1866","Zambia","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","55.6","13.7"
"1867","Zambia","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","54.3","13"
"1868","Zambia","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","",""
"1869","Zambia","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","",""
"1870","Zimbabwe","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","46.7","9.7"
"1871","Zimbabwe","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","47","10"
"1872","Zimbabwe","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","47.3","9.7"
"1873","Zimbabwe","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","48.3","10"
"1874","Zimbabwe","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","49.7","10.3"
"1875","Zimbabwe","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","50.3","10.7"
"1876","Zimbabwe","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","50.7","11"
"1877","Zimbabwe","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","51","11.3"
"1878","Zimbabwe","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","55.4","17.4"
"1879","Zimbabwe","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","59.7","24.1"
"1880","Zimbabwe","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","63.3","30.3"
"1881","Zimbabwe","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","63","30.7"
"1882","Zimbabwe","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","61.3","28.6"
"1883","Zimbabwe","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","59.6","27.3"
"1884","Zimbabwe","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","58","26"
"1885","Zimbabwe","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","58","26"
"1886","Zimbabwe","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","57.7","25.3"
"1887","Zimbabwe","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","55.6","25"
"1888","Zimbabwe","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","54.7","24.7"
"1889","Zimbabwe","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","",""
"1890","Zimbabwe","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","",""
