"","Area","Region","YearPeriod","PrimaryColonizer","AVG_PercentFemale","AVG_PercentMale"
"1","Albania","Europe","Y20002002",NA,"",""
"2","Albania","Europe","Y20012003",NA,"",""
"3","Albania","Europe","Y20022004",NA,"",""
"4","Albania","Europe","Y20032005",NA,"",""
"5","Albania","Europe","Y20042006",NA,"",""
"6","Albania","Europe","Y20052007",NA,"",""
"7","Albania","Europe","Y20062008",NA,"",""
"8","Albania","Europe","Y20072009",NA,"",""
"9","Albania","Europe","Y20082010",NA,"",""
"10","Albania","Europe","Y20092011",NA,"",""
"11","Albania","Europe","Y20102012",NA,"",""
"12","Albania","Europe","Y20112013",NA,"",""
"13","Albania","Europe","Y20122014",NA,"",""
"14","Albania","Europe","Y20132015",NA,"",""
"15","Albania","Europe","Y20142016",NA,"10.7","9.3"
"16","Albania","Europe","Y20152017",NA,"11.7","9.3"
"17","Albania","Europe","Y20162018",NA,"12.7","9.3"
"18","Albania","Europe","Y20172019",NA,"11","9.1"
"19","Albania","Europe","Y20182020",NA,"9.8","7.7"
"20","Albania","Europe","Y20192021",NA,"8.7","6.7"
"21","Albania","Europe","Y20202022",NA,"9.2","5.8"
"22","Algeria","Africa","Y20002002","France","",""
"23","Algeria","Africa","Y20012003","France","",""
"24","Algeria","Africa","Y20022004","France","",""
"25","Algeria","Africa","Y20032005","France","",""
"26","Algeria","Africa","Y20042006","France","",""
"27","Algeria","Africa","Y20052007","France","",""
"28","Algeria","Africa","Y20062008","France","",""
"29","Algeria","Africa","Y20072009","France","",""
"30","Algeria","Africa","Y20082010","France","",""
"31","Algeria","Africa","Y20092011","France","",""
"32","Algeria","Africa","Y20102012","France","",""
"33","Algeria","Africa","Y20112013","France","",""
"34","Algeria","Africa","Y20122014","France","",""
"35","Algeria","Africa","Y20132015","France","",""
"36","Algeria","Africa","Y20142016","France","14.1","11.9"
"37","Algeria","Africa","Y20152017","France","13.9","11.5"
"38","Algeria","Africa","Y20162018","France","12.5","10.3"
"39","Algeria","Africa","Y20172019","France","10.2","8.4"
"40","Algeria","Africa","Y20182020","France","7.2","6.7"
"41","Algeria","Africa","Y20192021","France","5.3","7.2"
"42","Algeria","Africa","Y20202022","France","4.3","6.9"
"43","Andorra","Europe","Y20002002",NA,"",""
"44","Andorra","Europe","Y20012003",NA,"",""
"45","Andorra","Europe","Y20022004",NA,"",""
"46","Andorra","Europe","Y20032005",NA,"",""
"47","Andorra","Europe","Y20042006",NA,"",""
"48","Andorra","Europe","Y20052007",NA,"",""
"49","Andorra","Europe","Y20062008",NA,"",""
"50","Andorra","Europe","Y20072009",NA,"",""
"51","Andorra","Europe","Y20082010",NA,"",""
"52","Andorra","Europe","Y20092011",NA,"",""
"53","Andorra","Europe","Y20102012",NA,"",""
"54","Andorra","Europe","Y20112013",NA,"",""
"55","Andorra","Europe","Y20122014",NA,"",""
"56","Andorra","Europe","Y20132015",NA,"",""
"57","Andorra","Europe","Y20142016",NA,"",""
"58","Andorra","Europe","Y20152017",NA,"",""
"59","Andorra","Europe","Y20162018",NA,"",""
"60","Andorra","Europe","Y20172019",NA,"",""
"61","Andorra","Europe","Y20182020",NA,"",""
"62","Andorra","Europe","Y20192021",NA,"",""
"63","Andorra","Europe","Y20202022",NA,"",""
"64","Angola","Africa","Y20002002","Portugal","",""
"65","Angola","Africa","Y20012003","Portugal","",""
"66","Angola","Africa","Y20022004","Portugal","",""
"67","Angola","Africa","Y20032005","Portugal","",""
"68","Angola","Africa","Y20042006","Portugal","",""
"69","Angola","Africa","Y20052007","Portugal","",""
"70","Angola","Africa","Y20062008","Portugal","",""
"71","Angola","Africa","Y20072009","Portugal","",""
"72","Angola","Africa","Y20082010","Portugal","",""
"73","Angola","Africa","Y20092011","Portugal","",""
"74","Angola","Africa","Y20102012","Portugal","",""
"75","Angola","Africa","Y20112013","Portugal","",""
"76","Angola","Africa","Y20122014","Portugal","",""
"77","Angola","Africa","Y20132015","Portugal","",""
"78","Angola","Africa","Y20142016","Portugal","22","20.1"
"79","Angola","Africa","Y20152017","Portugal","",""
"80","Angola","Africa","Y20162018","Portugal","",""
"81","Angola","Africa","Y20172019","Portugal","25.1","23"
"82","Angola","Africa","Y20182020","Portugal","28.1","25.7"
"83","Angola","Africa","Y20192021","Portugal","31.8","29.1"
"84","Angola","Africa","Y20202022","Portugal","32.6","29.8"
"85","Austria","Europe","Y20002002",NA,"",""
"86","Austria","Europe","Y20012003",NA,"",""
"87","Austria","Europe","Y20022004",NA,"",""
"88","Austria","Europe","Y20032005",NA,"",""
"89","Austria","Europe","Y20042006",NA,"",""
"90","Austria","Europe","Y20052007",NA,"",""
"91","Austria","Europe","Y20062008",NA,"",""
"92","Austria","Europe","Y20072009",NA,"",""
"93","Austria","Europe","Y20082010",NA,"",""
"94","Austria","Europe","Y20092011",NA,"",""
"95","Austria","Europe","Y20102012",NA,"",""
"96","Austria","Europe","Y20112013",NA,"",""
"97","Austria","Europe","Y20122014",NA,"",""
"98","Austria","Europe","Y20132015",NA,"",""
"99","Austria","Europe","Y20142016",NA,"1.4","0.9"
"100","Austria","Europe","Y20152017",NA,"1.3","1.1"
"101","Austria","Europe","Y20162018",NA,"1.2","1.1"
"102","Austria","Europe","Y20172019",NA,"1.1","1.1"
"103","Austria","Europe","Y20182020",NA,"0.9","0.9"
"104","Austria","Europe","Y20192021",NA,"1.2","1.3"
"105","Austria","Europe","Y20202022",NA,"1.4","1.7"
"106","Belarus","Europe","Y20002002",NA,"",""
"107","Belarus","Europe","Y20012003",NA,"",""
"108","Belarus","Europe","Y20022004",NA,"",""
"109","Belarus","Europe","Y20032005",NA,"",""
"110","Belarus","Europe","Y20042006",NA,"",""
"111","Belarus","Europe","Y20052007",NA,"",""
"112","Belarus","Europe","Y20062008",NA,"",""
"113","Belarus","Europe","Y20072009",NA,"",""
"114","Belarus","Europe","Y20082010",NA,"",""
"115","Belarus","Europe","Y20092011",NA,"",""
"116","Belarus","Europe","Y20102012",NA,"",""
"117","Belarus","Europe","Y20112013",NA,"",""
"118","Belarus","Europe","Y20122014",NA,"",""
"119","Belarus","Europe","Y20132015",NA,"",""
"120","Belarus","Europe","Y20142016",NA,"",""
"121","Belarus","Europe","Y20152017",NA,"",""
"122","Belarus","Europe","Y20162018",NA,"",""
"123","Belarus","Europe","Y20172019",NA,"",""
"124","Belarus","Europe","Y20182020",NA,"",""
"125","Belarus","Europe","Y20192021",NA,"",""
"126","Belarus","Europe","Y20202022",NA,"",""
"127","Belgium","Europe","Y20002002",NA,"",""
"128","Belgium","Europe","Y20012003",NA,"",""
"129","Belgium","Europe","Y20022004",NA,"",""
"130","Belgium","Europe","Y20032005",NA,"",""
"131","Belgium","Europe","Y20042006",NA,"",""
"132","Belgium","Europe","Y20052007",NA,"",""
"133","Belgium","Europe","Y20062008",NA,"",""
"134","Belgium","Europe","Y20072009",NA,"",""
"135","Belgium","Europe","Y20082010",NA,"",""
"136","Belgium","Europe","Y20092011",NA,"",""
"137","Belgium","Europe","Y20102012",NA,"",""
"138","Belgium","Europe","Y20112013",NA,"",""
"139","Belgium","Europe","Y20122014",NA,"",""
"140","Belgium","Europe","Y20132015",NA,"",""
"141","Belgium","Europe","Y20142016",NA,"",""
"142","Belgium","Europe","Y20152017",NA,"",""
"143","Belgium","Europe","Y20162018",NA,"",""
"144","Belgium","Europe","Y20172019",NA,"",""
"145","Belgium","Europe","Y20182020",NA,"1.1","1.2"
"146","Belgium","Europe","Y20192021",NA,"1.2","1.3"
"147","Belgium","Europe","Y20202022",NA,"1.5","1.6"
"148","Benin","Africa","Y20002002","France","",""
"149","Benin","Africa","Y20012003","France","",""
"150","Benin","Africa","Y20022004","France","",""
"151","Benin","Africa","Y20032005","France","",""
"152","Benin","Africa","Y20042006","France","",""
"153","Benin","Africa","Y20052007","France","",""
"154","Benin","Africa","Y20062008","France","",""
"155","Benin","Africa","Y20072009","France","",""
"156","Benin","Africa","Y20082010","France","",""
"157","Benin","Africa","Y20092011","France","",""
"158","Benin","Africa","Y20102012","France","",""
"159","Benin","Africa","Y20112013","France","",""
"160","Benin","Africa","Y20122014","France","",""
"161","Benin","Africa","Y20132015","France","",""
"162","Benin","Africa","Y20142016","France","10.7","10.2"
"163","Benin","Africa","Y20152017","France","13.4","12.8"
"164","Benin","Africa","Y20162018","France","14.7","14"
"165","Benin","Africa","Y20172019","France","14.6","13.9"
"166","Benin","Africa","Y20182020","France","14.2","13.5"
"167","Benin","Africa","Y20192021","France","14.1","13.4"
"168","Benin","Africa","Y20202022","France","15.7","14.9"
"169","Bosnia and Herzegovina","Europe","Y20002002",NA,"",""
"170","Bosnia and Herzegovina","Europe","Y20012003",NA,"",""
"171","Bosnia and Herzegovina","Europe","Y20022004",NA,"",""
"172","Bosnia and Herzegovina","Europe","Y20032005",NA,"",""
"173","Bosnia and Herzegovina","Europe","Y20042006",NA,"",""
"174","Bosnia and Herzegovina","Europe","Y20052007",NA,"",""
"175","Bosnia and Herzegovina","Europe","Y20062008",NA,"",""
"176","Bosnia and Herzegovina","Europe","Y20072009",NA,"",""
"177","Bosnia and Herzegovina","Europe","Y20082010",NA,"",""
"178","Bosnia and Herzegovina","Europe","Y20092011",NA,"",""
"179","Bosnia and Herzegovina","Europe","Y20102012",NA,"",""
"180","Bosnia and Herzegovina","Europe","Y20112013",NA,"",""
"181","Bosnia and Herzegovina","Europe","Y20122014",NA,"",""
"182","Bosnia and Herzegovina","Europe","Y20132015",NA,"",""
"183","Bosnia and Herzegovina","Europe","Y20142016",NA,"1.4","1.7"
"184","Bosnia and Herzegovina","Europe","Y20152017",NA,"1.4","2.1"
"185","Bosnia and Herzegovina","Europe","Y20162018",NA,"1","1.6"
"186","Bosnia and Herzegovina","Europe","Y20172019",NA,"1.3","1.7"
"187","Bosnia and Herzegovina","Europe","Y20182020",NA,"1.9","2"
"188","Bosnia and Herzegovina","Europe","Y20192021",NA,"2.7","2.8"
"189","Bosnia and Herzegovina","Europe","Y20202022",NA,"3.4","2.9"
"190","Botswana","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"191","Botswana","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"192","Botswana","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"193","Botswana","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"194","Botswana","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"195","Botswana","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"196","Botswana","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"197","Botswana","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"198","Botswana","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"199","Botswana","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"200","Botswana","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","",""
"201","Botswana","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","",""
"202","Botswana","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","",""
"203","Botswana","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","",""
"204","Botswana","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","20.6","16.3"
"205","Botswana","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","24.1","19"
"206","Botswana","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","25.6","20.1"
"207","Botswana","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","25.8","20.3"
"208","Botswana","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","26.5","20.9"
"209","Botswana","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","28.5","22.4"
"210","Botswana","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","28.8","24.6"
"211","Bulgaria","Europe","Y20002002",NA,"",""
"212","Bulgaria","Europe","Y20012003",NA,"",""
"213","Bulgaria","Europe","Y20022004",NA,"",""
"214","Bulgaria","Europe","Y20032005",NA,"",""
"215","Bulgaria","Europe","Y20042006",NA,"",""
"216","Bulgaria","Europe","Y20052007",NA,"",""
"217","Bulgaria","Europe","Y20062008",NA,"",""
"218","Bulgaria","Europe","Y20072009",NA,"",""
"219","Bulgaria","Europe","Y20082010",NA,"",""
"220","Bulgaria","Europe","Y20092011",NA,"",""
"221","Bulgaria","Europe","Y20102012",NA,"",""
"222","Bulgaria","Europe","Y20112013",NA,"",""
"223","Bulgaria","Europe","Y20122014",NA,"",""
"224","Bulgaria","Europe","Y20132015",NA,"",""
"225","Bulgaria","Europe","Y20142016",NA,"1.7","2.1"
"226","Bulgaria","Europe","Y20152017",NA,"2.4","2.3"
"227","Bulgaria","Europe","Y20162018",NA,"2.4","1.9"
"228","Bulgaria","Europe","Y20172019",NA,"2.3","1.5"
"229","Bulgaria","Europe","Y20182020",NA,"2.2","2.6"
"230","Bulgaria","Europe","Y20192021",NA,"3.1","2.7"
"231","Bulgaria","Europe","Y20202022",NA,"3.9","3.1"
"232","Burkina Faso","Africa","Y20002002","France","",""
"233","Burkina Faso","Africa","Y20012003","France","",""
"234","Burkina Faso","Africa","Y20022004","France","",""
"235","Burkina Faso","Africa","Y20032005","France","",""
"236","Burkina Faso","Africa","Y20042006","France","",""
"237","Burkina Faso","Africa","Y20052007","France","",""
"238","Burkina Faso","Africa","Y20062008","France","",""
"239","Burkina Faso","Africa","Y20072009","France","",""
"240","Burkina Faso","Africa","Y20082010","France","",""
"241","Burkina Faso","Africa","Y20092011","France","",""
"242","Burkina Faso","Africa","Y20102012","France","",""
"243","Burkina Faso","Africa","Y20112013","France","",""
"244","Burkina Faso","Africa","Y20122014","France","",""
"245","Burkina Faso","Africa","Y20132015","France","",""
"246","Burkina Faso","Africa","Y20142016","France","9.2","10.8"
"247","Burkina Faso","Africa","Y20152017","France","10","11.9"
"248","Burkina Faso","Africa","Y20162018","France","10.8","12.6"
"249","Burkina Faso","Africa","Y20172019","France","12.2","13.1"
"250","Burkina Faso","Africa","Y20182020","France","14.6","16.2"
"251","Burkina Faso","Africa","Y20192021","France","17.1","20"
"252","Burkina Faso","Africa","Y20202022","France","19.1","23.4"
"253","Burundi","Africa","Y20002002","Germany","",""
"254","Burundi","Africa","Y20012003","Germany","",""
"255","Burundi","Africa","Y20022004","Germany","",""
"256","Burundi","Africa","Y20032005","Germany","",""
"257","Burundi","Africa","Y20042006","Germany","",""
"258","Burundi","Africa","Y20052007","Germany","",""
"259","Burundi","Africa","Y20062008","Germany","",""
"260","Burundi","Africa","Y20072009","Germany","",""
"261","Burundi","Africa","Y20082010","Germany","",""
"262","Burundi","Africa","Y20092011","Germany","",""
"263","Burundi","Africa","Y20102012","Germany","",""
"264","Burundi","Africa","Y20112013","Germany","",""
"265","Burundi","Africa","Y20122014","Germany","",""
"266","Burundi","Africa","Y20132015","Germany","",""
"267","Burundi","Africa","Y20142016","Germany","",""
"268","Burundi","Africa","Y20152017","Germany","",""
"269","Burundi","Africa","Y20162018","Germany","",""
"270","Burundi","Africa","Y20172019","Germany","",""
"271","Burundi","Africa","Y20182020","Germany","",""
"272","Burundi","Africa","Y20192021","Germany","",""
"273","Burundi","Africa","Y20202022","Germany","",""
"274","Cabo Verde","Africa","Y20002002","Portugal","",""
"275","Cabo Verde","Africa","Y20012003","Portugal","",""
"276","Cabo Verde","Africa","Y20022004","Portugal","",""
"277","Cabo Verde","Africa","Y20032005","Portugal","",""
"278","Cabo Verde","Africa","Y20042006","Portugal","",""
"279","Cabo Verde","Africa","Y20052007","Portugal","",""
"280","Cabo Verde","Africa","Y20062008","Portugal","",""
"281","Cabo Verde","Africa","Y20072009","Portugal","",""
"282","Cabo Verde","Africa","Y20082010","Portugal","",""
"283","Cabo Verde","Africa","Y20092011","Portugal","",""
"284","Cabo Verde","Africa","Y20102012","Portugal","",""
"285","Cabo Verde","Africa","Y20112013","Portugal","",""
"286","Cabo Verde","Africa","Y20122014","Portugal","",""
"287","Cabo Verde","Africa","Y20132015","Portugal","",""
"288","Cabo Verde","Africa","Y20142016","Portugal","",""
"289","Cabo Verde","Africa","Y20152017","Portugal","",""
"290","Cabo Verde","Africa","Y20162018","Portugal","9.6","9.6"
"291","Cabo Verde","Africa","Y20172019","Portugal","8.6","8.6"
"292","Cabo Verde","Africa","Y20182020","Portugal","7.6","7.6"
"293","Cabo Verde","Africa","Y20192021","Portugal","6.4","6.4"
"294","Cabo Verde","Africa","Y20202022","Portugal","6.3","6.3"
"295","Cameroon","Africa","Y20002002","France","",""
"296","Cameroon","Africa","Y20012003","France","",""
"297","Cameroon","Africa","Y20022004","France","",""
"298","Cameroon","Africa","Y20032005","France","",""
"299","Cameroon","Africa","Y20042006","France","",""
"300","Cameroon","Africa","Y20052007","France","",""
"301","Cameroon","Africa","Y20062008","France","",""
"302","Cameroon","Africa","Y20072009","France","",""
"303","Cameroon","Africa","Y20082010","France","",""
"304","Cameroon","Africa","Y20092011","France","",""
"305","Cameroon","Africa","Y20102012","France","",""
"306","Cameroon","Africa","Y20112013","France","",""
"307","Cameroon","Africa","Y20122014","France","",""
"308","Cameroon","Africa","Y20132015","France","",""
"309","Cameroon","Africa","Y20142016","France","21.4","23.3"
"310","Cameroon","Africa","Y20152017","France","25.5","27.7"
"311","Cameroon","Africa","Y20162018","France","27","29.4"
"312","Cameroon","Africa","Y20172019","France","26.9","29.3"
"313","Cameroon","Africa","Y20182020","France","26.1","28.4"
"314","Cameroon","Africa","Y20192021","France","25.6","27.8"
"315","Cameroon","Africa","Y20202022","France","25.5","27.8"
"316","Central African Republic","Africa","Y20002002","France","",""
"317","Central African Republic","Africa","Y20012003","France","",""
"318","Central African Republic","Africa","Y20022004","France","",""
"319","Central African Republic","Africa","Y20032005","France","",""
"320","Central African Republic","Africa","Y20042006","France","",""
"321","Central African Republic","Africa","Y20052007","France","",""
"322","Central African Republic","Africa","Y20062008","France","",""
"323","Central African Republic","Africa","Y20072009","France","",""
"324","Central African Republic","Africa","Y20082010","France","",""
"325","Central African Republic","Africa","Y20092011","France","",""
"326","Central African Republic","Africa","Y20102012","France","",""
"327","Central African Republic","Africa","Y20112013","France","",""
"328","Central African Republic","Africa","Y20122014","France","",""
"329","Central African Republic","Africa","Y20132015","France","",""
"330","Central African Republic","Africa","Y20142016","France","",""
"331","Central African Republic","Africa","Y20152017","France","",""
"332","Central African Republic","Africa","Y20162018","France","",""
"333","Central African Republic","Africa","Y20172019","France","",""
"334","Central African Republic","Africa","Y20182020","France","61.8","61.8"
"335","Central African Republic","Africa","Y20192021","France","61.8","61.8"
"336","Central African Republic","Africa","Y20202022","France","61.8","61.8"
"337","Chad","Africa","Y20002002","France","",""
"338","Chad","Africa","Y20012003","France","",""
"339","Chad","Africa","Y20022004","France","",""
"340","Chad","Africa","Y20032005","France","",""
"341","Chad","Africa","Y20042006","France","",""
"342","Chad","Africa","Y20052007","France","",""
"343","Chad","Africa","Y20062008","France","",""
"344","Chad","Africa","Y20072009","France","",""
"345","Chad","Africa","Y20082010","France","",""
"346","Chad","Africa","Y20092011","France","",""
"347","Chad","Africa","Y20102012","France","",""
"348","Chad","Africa","Y20112013","France","",""
"349","Chad","Africa","Y20122014","France","",""
"350","Chad","Africa","Y20132015","France","",""
"351","Chad","Africa","Y20142016","France","",""
"352","Chad","Africa","Y20152017","France","",""
"353","Chad","Africa","Y20162018","France","",""
"354","Chad","Africa","Y20172019","France","",""
"355","Chad","Africa","Y20182020","France","",""
"356","Chad","Africa","Y20192021","France","",""
"357","Chad","Africa","Y20202022","France","",""
"358","Comoros","Africa","Y20002002","France","",""
"359","Comoros","Africa","Y20012003","France","",""
"360","Comoros","Africa","Y20022004","France","",""
"361","Comoros","Africa","Y20032005","France","",""
"362","Comoros","Africa","Y20042006","France","",""
"363","Comoros","Africa","Y20052007","France","",""
"364","Comoros","Africa","Y20062008","France","",""
"365","Comoros","Africa","Y20072009","France","",""
"366","Comoros","Africa","Y20082010","France","",""
"367","Comoros","Africa","Y20092011","France","",""
"368","Comoros","Africa","Y20102012","France","",""
"369","Comoros","Africa","Y20112013","France","",""
"370","Comoros","Africa","Y20122014","France","",""
"371","Comoros","Africa","Y20132015","France","",""
"372","Comoros","Africa","Y20142016","France","",""
"373","Comoros","Africa","Y20152017","France","",""
"374","Comoros","Africa","Y20162018","France","",""
"375","Comoros","Africa","Y20172019","France","",""
"376","Comoros","Africa","Y20182020","France","",""
"377","Comoros","Africa","Y20192021","France","28.4","26.4"
"378","Comoros","Africa","Y20202022","France","28.4","26.4"
"379","Congo","Africa","Y20002002","France","",""
"380","Congo","Africa","Y20012003","France","",""
"381","Congo","Africa","Y20022004","France","",""
"382","Congo","Africa","Y20032005","France","",""
"383","Congo","Africa","Y20042006","France","",""
"384","Congo","Africa","Y20052007","France","",""
"385","Congo","Africa","Y20062008","France","",""
"386","Congo","Africa","Y20072009","France","",""
"387","Congo","Africa","Y20082010","France","",""
"388","Congo","Africa","Y20092011","France","",""
"389","Congo","Africa","Y20102012","France","",""
"390","Congo","Africa","Y20112013","France","",""
"391","Congo","Africa","Y20122014","France","",""
"392","Congo","Africa","Y20132015","France","",""
"393","Congo","Africa","Y20142016","France","42.6","42.6"
"394","Congo","Africa","Y20152017","France","46.5","45.7"
"395","Congo","Africa","Y20162018","France","49.2","50.3"
"396","Congo","Africa","Y20172019","France","49.7","52.4"
"397","Congo","Africa","Y20182020","France","49.9","53.5"
"398","Congo","Africa","Y20192021","France","54.9","56"
"399","Congo","Africa","Y20202022","France","59.7","57.9"
"400","Cote d'Ivoire","Africa","Y20002002","France","",""
"401","Cote d'Ivoire","Africa","Y20012003","France","",""
"402","Cote d'Ivoire","Africa","Y20022004","France","",""
"403","Cote d'Ivoire","Africa","Y20032005","France","",""
"404","Cote d'Ivoire","Africa","Y20042006","France","",""
"405","Cote d'Ivoire","Africa","Y20052007","France","",""
"406","Cote d'Ivoire","Africa","Y20062008","France","",""
"407","Cote d'Ivoire","Africa","Y20072009","France","",""
"408","Cote d'Ivoire","Africa","Y20082010","France","",""
"409","Cote d'Ivoire","Africa","Y20092011","France","",""
"410","Cote d'Ivoire","Africa","Y20102012","France","",""
"411","Cote d'Ivoire","Africa","Y20112013","France","",""
"412","Cote d'Ivoire","Africa","Y20122014","France","",""
"413","Cote d'Ivoire","Africa","Y20132015","France","",""
"414","Cote d'Ivoire","Africa","Y20142016","France","6.3","6.2"
"415","Cote d'Ivoire","Africa","Y20152017","France","7.6","7.4"
"416","Cote d'Ivoire","Africa","Y20162018","France","8.5","8.3"
"417","Cote d'Ivoire","Africa","Y20172019","France","9.2","9.1"
"418","Cote d'Ivoire","Africa","Y20182020","France","9.2","9"
"419","Cote d'Ivoire","Africa","Y20192021","France","9.5","9.3"
"420","Cote d'Ivoire","Africa","Y20202022","France","9.8","9.6"
"421","Croatia","Europe","Y20002002",NA,"",""
"422","Croatia","Europe","Y20012003",NA,"",""
"423","Croatia","Europe","Y20022004",NA,"",""
"424","Croatia","Europe","Y20032005",NA,"",""
"425","Croatia","Europe","Y20042006",NA,"",""
"426","Croatia","Europe","Y20052007",NA,"",""
"427","Croatia","Europe","Y20062008",NA,"",""
"428","Croatia","Europe","Y20072009",NA,"",""
"429","Croatia","Europe","Y20082010",NA,"",""
"430","Croatia","Europe","Y20092011",NA,"",""
"431","Croatia","Europe","Y20102012",NA,"",""
"432","Croatia","Europe","Y20112013",NA,"",""
"433","Croatia","Europe","Y20122014",NA,"",""
"434","Croatia","Europe","Y20132015",NA,"",""
"435","Croatia","Europe","Y20142016",NA,"0.5","0.6"
"436","Croatia","Europe","Y20152017",NA,"0.8","<0.5"
"437","Croatia","Europe","Y20162018",NA,"0.8","0.7"
"438","Croatia","Europe","Y20172019",NA,"1","0.8"
"439","Croatia","Europe","Y20182020",NA,"1.7","0.9"
"440","Croatia","Europe","Y20192021",NA,"2.1","1.1"
"441","Croatia","Europe","Y20202022",NA,"2.2","1.5"
"442","Czechia","Europe","Y20002002",NA,"",""
"443","Czechia","Europe","Y20012003",NA,"",""
"444","Czechia","Europe","Y20022004",NA,"",""
"445","Czechia","Europe","Y20032005",NA,"",""
"446","Czechia","Europe","Y20042006",NA,"",""
"447","Czechia","Europe","Y20052007",NA,"",""
"448","Czechia","Europe","Y20062008",NA,"",""
"449","Czechia","Europe","Y20072009",NA,"",""
"450","Czechia","Europe","Y20082010",NA,"",""
"451","Czechia","Europe","Y20092011",NA,"",""
"452","Czechia","Europe","Y20102012",NA,"",""
"453","Czechia","Europe","Y20112013",NA,"",""
"454","Czechia","Europe","Y20122014",NA,"",""
"455","Czechia","Europe","Y20132015",NA,"",""
"456","Czechia","Europe","Y20142016",NA,"0.7","0.7"
"457","Czechia","Europe","Y20152017",NA,"<0.5","0.5"
"458","Czechia","Europe","Y20162018",NA,"<0.5","<0.5"
"459","Czechia","Europe","Y20172019",NA,"0.6","<0.5"
"460","Czechia","Europe","Y20182020",NA,"0.9","0.8"
"461","Czechia","Europe","Y20192021",NA,"1.4","1.8"
"462","Czechia","Europe","Y20202022",NA,"2","2.6"
"463","Democratic Republic of the Congo","Africa","Y20002002","Belgium","",""
"464","Democratic Republic of the Congo","Africa","Y20012003","Belgium","",""
"465","Democratic Republic of the Congo","Africa","Y20022004","Belgium","",""
"466","Democratic Republic of the Congo","Africa","Y20032005","Belgium","",""
"467","Democratic Republic of the Congo","Africa","Y20042006","Belgium","",""
"468","Democratic Republic of the Congo","Africa","Y20052007","Belgium","",""
"469","Democratic Republic of the Congo","Africa","Y20062008","Belgium","",""
"470","Democratic Republic of the Congo","Africa","Y20072009","Belgium","",""
"471","Democratic Republic of the Congo","Africa","Y20082010","Belgium","",""
"472","Democratic Republic of the Congo","Africa","Y20092011","Belgium","",""
"473","Democratic Republic of the Congo","Africa","Y20102012","Belgium","",""
"474","Democratic Republic of the Congo","Africa","Y20112013","Belgium","",""
"475","Democratic Republic of the Congo","Africa","Y20122014","Belgium","",""
"476","Democratic Republic of the Congo","Africa","Y20132015","Belgium","",""
"477","Democratic Republic of the Congo","Africa","Y20142016","Belgium","",""
"478","Democratic Republic of the Congo","Africa","Y20152017","Belgium","",""
"479","Democratic Republic of the Congo","Africa","Y20162018","Belgium","",""
"480","Democratic Republic of the Congo","Africa","Y20172019","Belgium","",""
"481","Democratic Republic of the Congo","Africa","Y20182020","Belgium","37.2","39.8"
"482","Democratic Republic of the Congo","Africa","Y20192021","Belgium","37.9","40.5"
"483","Democratic Republic of the Congo","Africa","Y20202022","Belgium","39.3","42.1"
"484","Denmark","Europe","Y20002002",NA,"",""
"485","Denmark","Europe","Y20012003",NA,"",""
"486","Denmark","Europe","Y20022004",NA,"",""
"487","Denmark","Europe","Y20032005",NA,"",""
"488","Denmark","Europe","Y20042006",NA,"",""
"489","Denmark","Europe","Y20052007",NA,"",""
"490","Denmark","Europe","Y20062008",NA,"",""
"491","Denmark","Europe","Y20072009",NA,"",""
"492","Denmark","Europe","Y20082010",NA,"",""
"493","Denmark","Europe","Y20092011",NA,"",""
"494","Denmark","Europe","Y20102012",NA,"",""
"495","Denmark","Europe","Y20112013",NA,"",""
"496","Denmark","Europe","Y20122014",NA,"",""
"497","Denmark","Europe","Y20132015",NA,"",""
"498","Denmark","Europe","Y20142016",NA,"1","0.9"
"499","Denmark","Europe","Y20152017",NA,"1.3","0.9"
"500","Denmark","Europe","Y20162018",NA,"1.6","0.7"
"501","Denmark","Europe","Y20172019",NA,"1.5","0.7"
"502","Denmark","Europe","Y20182020",NA,"1.3","0.9"
"503","Denmark","Europe","Y20192021",NA,"1.6","1.1"
"504","Denmark","Europe","Y20202022",NA,"1.9","1.8"
"505","Djibouti","Africa","Y20002002","France","",""
"506","Djibouti","Africa","Y20012003","France","",""
